"","Index","Date","Time","Latitude","Longitude","Altitude","Speed","Course","Distance","Type","Timeout","MSVs_QCN","Weight.Criteria","SleepTime","EHPE","Satelite.ID","Satelite"
"1",479," 2017/12/12"," 00:51:58",43.600456,-116.204895,831.190002,288,271,13.43226," 00(00000001)",36," C8"," 3C",0,1152,39878916,"  ------X- -XX----- X------X -----X--"
"2",480," 2017/12/12"," 00:59:52",43.600246,-116.204964,829.019958,0,295,23.975876," 00(00000001)",9," C9"," 3C",0,720,39878916,"  ------X- -XX----- X------X -----X--"
"3",481," 2017/12/12"," 12:55:34",43.611206,-116.205803,839.98999,42732,33,1220.526665," 00(00000001)",32," C9"," 3C",0,1600,1124597778,"  -X----XX ----X--- -------- ---X--X-"
"4",482," 2017/12/12"," 13:02:28",43.628948,-116.215775,826.539978,0,109,2129.882335," 00(00000001)",18," C8"," 3C",0,912,1124597778,"  -X----XX ----X--- -------- ---X--X-"
"5",483," 2017/12/12"," 13:09:16",43.618694,-116.211655,812.409973,0,344,1187.42851," 00(00000001)",9," C9"," 3C",0,896,1124597778,"  -X----XX ----X--- -------- ---X--X-"
"6",484," 2017/12/12"," 13:14:06",43.618591,-116.211403,832.519958,0,133,23.27936," 00(00000001)",9," C9"," 3C",0,1280,50855954,"  ------XX ----X--- -------- ---X--X-"
"7",485," 2017/12/12"," 13:59:39",43.617321,-116.252769,826.019958,105912,250,3333.012132," 00(00000001)",27," C8"," 3C",0,3024,50855954,"  ------XX ----X--- -------- ---X--X-"
"8",486," 2017/12/12"," 14:04:56",43.595215,-116.359001,800.279968,105732,249,8899.536203," 00(00000001)",18," CA"," 3C",0,1712,50855954,"  ------XX ----X--- -------- ---X--X-"
"9",487," 2017/12/12"," 14:11:32",43.599678,-116.506966,762.22998,107352,268,11925.561711," 00(00000001)",60," CA"," 3A",0,3728,319426576,"  ---X--XX ----X-X- ---X---- ---X----"
"10",488," 2017/12/12"," 14:20:05",43.604988,-116.630272,742.829956,74268,267,9946.298948," 00(00000001)",9," C8"," 3C",0,960,319426576,"  ---X--XX ----X-X- ---X---- ---X----"
"11",489," 2017/12/12"," 14:25:15",43.604031,-116.712585,767.839966,38232,270,6628.592841," 00(00000001)",21," C6"," 3C",0,896,319426576,"  ---X--XX ----X-X- ---X---- ---X----"
"12",490," 2017/12/12"," 14:31:50",43.5588,-116.791924,723.880005,77868,178,8132.354597," 00(00000001)",16," C7"," 3C",0,1296,319426576,"  ---X--XX ----X-X- ---X---- ---X----"
"13",491," 2017/12/12"," 14:38:23",43.54591,-116.851219,703.440002,468,98,4988.840869," 00(00000001)",12," C8"," 3C",0,992,319426576,"  ---X--XX ----X-X- ---X---- ---X----"
"14",492," 2017/12/12"," 14:43:26",43.539352,-116.851616,717.570007,82080,177,729.857617," 00(00000001)",11," C9"," 3C",0,800,302649360,"  ---X--X- ----X-X- ---X---- ---X----"
"15",493," 2017/12/12"," 14:48:33",43.458088,-116.864693,844.309998,108324,149,9097.55136," 00(00000001)",14," C8"," 3C",0,944,302649360,"  ---X--X- ----X-X- ---X---- ---X----"
"16",494," 2017/12/12"," 14:53:46",43.394844,-116.891502,1165.01001,104508,217,7358.12703," 00(00000001)",21," C5"," 3C",0,1712,302649360,"  ---X--X- ----X-X- ---X---- ---X----"
"17",495," 2017/12/12"," 14:59:37",43.326363,-116.967422,1311.77002,108792,215,9780.394143," 00(00000001)",21," C7"," 3C",0,976,302518288,"  ---X--X- ----X--- ---X---- ---X----"
"18",496," 2017/12/12"," 15:05:09",43.339836,-117.006859,1215.01001,67284,242,3523.964269," 00(00000001)",21," C4"," 3C",0,1200,302649360,"  ---X--X- ----X-X- ---X---- ---X----"
"19",497," 2017/12/12"," 15:11:01",43.332676,-117.07872,1155.039917,56988,254,5866.159077," 00(00000001)",21," C7"," 3C",0,1200,302649360,"  ---X--X- ----X-X- ---X---- ---X----"
"20",498," 2017/12/12"," 15:17:12",43.326267,-117.104851,1163.02002,2952,170,2230.48926," 00(00000001)",21," C1"," 3C",0,2304,302649360,"  ---X--X- ----X-X- ---X---- ---X----"
"21",499," 2017/12/12"," 15:23:04",43.326237,-117.105034,1170.549927,2880,357,15.195101," -1(00000005)",26," C5"," 3C",0,2720,302649344,"  ---X--X- ----X-X- ---X---- --------"
