"","Index","Date","Time","Latitude","Longitude","Altitude","Speed","Course","Distance","Type","Timeout","MSVs_QCN","Weight.Criteria","SleepTime","EHPE","Satelite.ID","Satelite"
"16",1681," 2017/12/12"," 15:26:31",43.326202,-117.104988,1148.439941,1512,122,3.915397," -1(00000005)",37," C6"," 36",0,2272,337285120,"  ---X-X-- ---XX-X- X--X---- --------"
"17",1682," 2017/12/12"," 15:36:21",43.326172,-117.105026,1164.369995,0,238,4.586579," -1(00000005)",20," C4"," 3C",0,1840,336101376,"  ---X-X-- ----X--- X------- --------"
"18",1683," 2017/12/12"," 15:36:56",43.326313,-117.104927,1147.51001,0,55,17.626175," -1(00000004)",26," C2"," 3C",0,2176,336236544,"  ---X-X-- ----X-X- X--X---- --------"
"19",1684," 2017/12/12"," 15:37:03",43.326313,-117.104927,1147.51001,0,0,0," -4(00000030)",2," C2"," 0",0,3312,0,"  -------- -------- -------- --------"
"20",1685," 2017/12/12"," 15:38:17",0,0,19.059999,0,0,0," -2(00000050)",2," C0"," 0",113,0,0,"  -------- -------- -------- --------"
"21",1686," 2017/12/12"," 15:38:41",43.326332,-117.104935,1145.97998,3672,39,2.208839," -1(00000004)",19," C1"," 3C",0,1776,336232448,"  ---X-X-- ----X-X- X------- --------"
"22",1687," 2017/12/12"," 15:39:04",43.326256,-117.10495,1152.839966,0,149,8.572818," -1(00000004)",13," C3"," 3C",0,2512,337252352,"  ---X-X-- ---XX-X- ---X---- --------"
"23",1688," 2017/12/12"," 15:39:04",43.326256,-117.10495,1152.839966,0,149,0," -4(00000020)",13," C3"," 0",0,2512,337252352,"  ---X-X-- ---XX-X- ---X---- --------"
"24",1689," 2017/12/12"," 15:40:45",0,0,19.059999,0,0,0," -2(00000050)",13," C0"," 0",111,0,0,"  -------- -------- -------- --------"
"25",1690," 2017/12/12"," 15:41:05",43.326237,-117.105011,1137.939941,864,239,5.37338," -1(00000004)",17," C1"," 3C",0,2288,336236544,"  ---X-X-- ----X-X- X--X---- --------"
"26",1691," 2017/12/12"," 15:46:24",43.326294,-117.105003,1156.679932,0,318,6.392484," 00(00000001)",21," C7"," 3C",0,1216,336236544,"  ---X-X-- ----X-X- X--X---- --------"
"27",1692," 2017/12/12"," 15:52:44",43.326111,-117.105171,1166.469971,648,88,24.472083," 00(00000001)",21," C5"," 3C",0,1648,337285120,"  ---X-X-- ---XX-X- X--X---- --------"
"28",1693," 2017/12/12"," 15:58:36",43.326233,-117.105072,1148.919922,0,309,15.767317," 00(00000001)",20," C8"," 3C",0,1280,336236544,"  ---X-X-- ----X-X- X--X---- --------"
"29",1694," 2017/12/12"," 16:04:24",43.326271,-117.105049,1146.929932,612,297,4.628195," 00(00000001)",51," C7"," 3A",0,3056,369262592,"  ---X-XX- ------X- X------- --------"
"30",1695," 2017/12/12"," 16:12:09",43.326309,-117.105034,1147.75,0,148,4.417679," 00(00000001)",20," C6"," 3C",0,3680,369262592,"  ---X-XX- ------X- X------- --------"
"31",1696," 2017/12/12"," 16:20:31",43.326313,-117.104958,1166.47998,1872,205,6.185948," 00(00000001)",40," C7"," 3C",0,2752,369279488,"  ---X-XX- ------X- XX----X- --------"
"32",1697," 2017/12/12"," 16:29:13",43.326199,-117.104874,1154.77002,1836,178,14.422765," 00(00000001)",21," B5"," 3C",0,2848,369148416,"  ---X-XX- -------- XX----X- --------"
"33",1698," 2017/12/12"," 16:38:26",43.325031,-117.099419,1167.199951,17640,121,459.953411," 00(00000001)",16," CA"," 3C",0,1856,67289600,"  -----X-- ------X- XX----X- --------"
"34",1699," 2017/12/12"," 16:45:50",43.317787,-117.113693,1161.52002,0,157,1407.946639," 00(00000001)",21," B7"," 3C",0,3456,67289600,"  -----X-- ------X- XX----X- --------"
"35",1700," 2017/12/12"," 16:54:25",43.332172,-117.11013,1148.799927,15084,167,1625.321386," 00(00000001)",13," BA"," 3C",0,2144,67289600,"  -----X-- ------X- XX----X- --------"
"36",1701," 2017/12/12"," 16:59:37",43.331467,-117.110168,1144.98999,0,351,78.533005," 00(00000001)",20," B8"," 3C",0,2704,67289600,"  -----X-- ------X- XX----X- --------"
"37",1702," 2017/12/12"," 17:06:17",43.331768,-117.110016,1149.469971,0,208,35.710303," 00(00000001)",18," B8"," 3C",0,2320,67289600,"  -----X-- ------X- XX----X- --------"
"38",1703," 2017/12/12"," 17:14:01",43.331749,-117.110138,1146.169922,684,88,10.098557," -1(00000005)",123," B7"," 42",0,4704,68305408,"  -----X-- ---X--X- -X----X- --------"
"39",1704," 2017/12/12"," 17:27:32",43.331726,-117.110077,1149.160034,0,13,5.554096," 00(00000001)",15," B7"," 3C",0,1168,68305408,"  -----X-- ---X--X- -X----X- --------"
"40",1705," 2017/12/12"," 17:40:26",43.331646,-117.110016,1148.449951,1368,164,10.184174," 00(00000001)",21," B8"," 3C",0,1216,68305408,"  -----X-- ---X--X- -X----X- --------"
"41",1706," 2017/12/12"," 17:49:45",43.336197,-117.112579,1151.329956,3348,331,546.867505," 00(00000001)",20," B8"," 3C",0,816,68305408,"  -----X-- ---X--X- -X----X- --------"
"42",1707," 2017/12/12"," 17:59:19",43.337437,-117.112968,1154.859985,0,66,141.402939," 00(00000001)",21," B8"," 3C",0,896,68305408,"  -----X-- ---X--X- -X----X- --------"
"43",1708," 2017/12/12"," 18:06:55",43.337368,-117.112808,1150.390015,540,198,15.039732," 00(00000001)",25," B8"," 32",0,2384,68289024,"  -----X-- ---X--X- ------X- --------"
"44",1709," 2017/12/12"," 18:15:17",43.336327,-117.112015,1150.439941,828,212,132.391624," 00(00000001)",35," B8"," 36",0,2560,68289024,"  -----X-- ---X--X- ------X- --------"
"45",1710," 2017/12/12"," 18:24:48",43.336239,-117.111893,1154.099976,936,344,13.879778," 00(00000001)",37," B6"," 32",0,2800,68289024,"  -----X-- ---X--X- ------X- --------"
"46",1711," 2017/12/12"," 18:35:16",43.336212,-117.111771,1151.929932,1152,181,10.309447," 00(00000001)",43," B5"," 34",0,2768,68289024,"  -----X-- ---X--X- ------X- --------"
"47",1712," 2017/12/12"," 18:45:30",43.337605,-117.112686,1149.48999,3780,352,171.618484," 00(00000001)",62," B9"," 38",0,1360,-2079186303,"  X----X-- ---X--X- --X---X- X------X"
"48",1713," 2017/12/12"," 18:57:11",43.339375,-117.113937,1155.939941,0,129,221.306386," 00(00000001)",11," B9"," 3C",0,848,-2079186303,"  X----X-- ---X--X- --X---X- X------X"
"49",1714," 2017/12/12"," 19:01:56",43.338478,-117.114395,1151.140015,3312,177,106.333688," 00(00000001)",9," BA"," 3C",0,848,-2079186303,"  X----X-- ---X--X- --X---X- X------X"
"50",1715," 2017/12/12"," 19:06:47",43.337154,-117.113281,1153,2484,171,172.568423," 00(00000001)",15," BA"," 3C",0,1328,-2080234879,"  X----X-- ------X- --X---X- X------X"
"51",1716," 2017/12/12"," 19:13:37",43.336334,-117.112617,1156.819946,2736,144,105.824132," 00(00000001)",16," B9"," 3C",0,1136,-2080234879,"  X----X-- ------X- --X---X- X------X"
"52",1717," 2017/12/12"," 19:19:56",43.335129,-117.112595,1155.849976,4284,181,134.052076," 00(00000001)",18," BA"," 3C",0,1440,-2080234879,"  X----X-- ------X- --X---X- X------X"
"53",1718," 2017/12/12"," 19:26:16",43.332451,-117.112892,1163.26001,0,154,298.741724," 00(00000001)",20," B9"," 3C",0,1136,-2080234879,"  X----X-- ------X- --X---X- X------X"
"54",1719," 2017/12/12"," 19:32:29",43.33057,-117.112885,1169.359985,3492,172,209.119177," 00(00000001)",14," BA"," 3C",0,1072,-2080234879,"  X----X-- ------X- --X---X- X------X"
"55",1720," 2017/12/12"," 19:37:15",43.327854,-117.112648,1170.23999,612,216,302.617869," 00(00000001)",11," BA"," 3C",0,1232,-2080234879,"  X----X-- ------X- --X---X- X------X"
"56",1721," 2017/12/12"," 19:42:04",43.327122,-117.112663,1162.349976,0,160,81.450949," 00(00000001)",14," BA"," 3C",0,1168,-2080234879,"  X----X-- ------X- --X---X- X------X"
"57",1722," 2017/12/12"," 19:46:56",43.326294,-117.112503,1154.869995,2844,211,92.953849," 00(00000001)",19," B8"," 3C",0,1440,-2147343743,"  X------- ------X- --X---X- X------X"
"58",1723," 2017/12/12"," 19:51:50",43.325821,-117.112572,1150.099976,0,286,52.890148," 00(00000001)",21," B7"," 3C",0,1744,-2147343743,"  X------- ------X- --X---X- X------X"
"59",1724," 2017/12/12"," 19:57:00",43.325161,-117.112617,1158.780029,3276,193,73.475637," 00(00000001)",20," B9"," 3C",0,2304,-2147343743,"  X------- ------X- --X---X- X------X"
"60",1725," 2017/12/12"," 20:02:32",43.322823,-117.113678,1157.419922,3060,219,273.805004," 00(00000001)",24," B9"," 3C",0,2080,-1073732991,"  XX------ -------- --X---X- X------X"
"61",1726," 2017/12/12"," 20:08:18",43.320278,-117.115158,1160.339966,3312,158,307.217669," 00(00000001)",19," BA"," 3C",0,1440,-1073732991,"  XX------ -------- --X---X- X------X"
"62",1727," 2017/12/12"," 20:13:58",43.319332,-117.115807,1163.369995,3600,151,117.551588," 00(00000001)",15," B9"," 3C",0,752,-1073732991,"  XX------ -------- --X---X- X------X"
"63",1728," 2017/12/12"," 20:19:25",43.317516,-117.115273,1161.73999,3420,112,206.478217," 00(00000001)",20," B8"," 3C",0,720,-1073732991,"  XX------ -------- --X---X- X------X"
"64",1729," 2017/12/12"," 20:24:53",43.317448,-117.112007,1156.299927,3312,93,264.284086," 00(00000001)",20," BA"," 3C",0,688,-1073732991,"  XX------ -------- --X---X- X------X"
"65",1730," 2017/12/12"," 20:30:38",43.317574,-117.115669,1164.780029,0,292,296.600003," 00(00000001)",20," B7"," 3C",0,1344,-1073733119,"  XX------ -------- --X---X- -------X"
"66",1731," 2017/12/12"," 20:36:24",43.318581,-117.115311,1164.929932,3600,13,115.678695," 00(00000001)",21," B8"," 3C",0,1392,-1073733119,"  XX------ -------- --X---X- -------X"
"67",1732," 2017/12/12"," 20:42:26",43.321606,-117.114891,1156.400024,3564,23,338.079321," 00(00000001)",21," A7"," 3C",0,1488,-1073733119,"  XX------ -------- --X---X- -------X"
"68",1733," 2017/12/12"," 20:48:28",43.323734,-117.113052,1156.400024,3816,11,279.544954," 00(00000001)",20," B7"," 3C",0,1536,-1073733119,"  XX------ -------- --X---X- -------X"
"69",1734," 2017/12/12"," 20:54:30",43.326626,-117.112419,1149.329956,2988,358,325.579385," 00(00000001)",20," B7"," 3C",0,1824,-1073733119,"  XX------ -------- --X---X- -------X"
"70",1735," 2017/12/12"," 21:00:16",43.329239,-117.112801,1167.339966,3096,358,292.193658," 00(00000001)",21," B8"," 3C",0,1632,-1073733119,"  XX------ -------- --X---X- -------X"
"71",1736," 2017/12/12"," 21:06:18",43.332058,-117.112877,1163.939941,3276,1,313.526048," 00(00000001)",19," B8"," 3C",0,2096,-1073733119,"  XX------ -------- --X---X- -------X"
"72",1737," 2017/12/12"," 21:12:20",43.334354,-117.112144,1154.77002,3348,3,262.134582," 00(00000001)",21," B8"," 3C",0,1856,-1073733119,"  XX------ -------- --X---X- -------X"
"73",1738," 2017/12/12"," 21:18:22",43.336014,-117.11174,1172.569946,0,8,187.391893," 00(00000001)",20," B6"," 3C",0,1424,-1073733119,"  XX------ -------- --X---X- -------X"
"74",1739," 2017/12/12"," 21:24:25",43.336235,-117.111786,1163.380005,0,357,24.879153," 00(00000001)",20," B9"," 3C",0,1552,-1073733119,"  XX------ -------- --X---X- -------X"
"75",1740," 2017/12/12"," 21:30:27",43.336174,-117.111755,1153.869995,0,153,7.221664," 00(00000001)",20," B9"," 3C",0,1728,-1073733119,"  XX------ -------- --X---X- -------X"
"76",1741," 2017/12/12"," 21:36:32",43.336216,-117.111794,1136.969971,0,133,5.593681," 00(00000001)",20," B8"," 3C",0,1792,-1073733119,"  XX------ -------- --X---X- -------X"
"77",1742," 2017/12/12"," 21:42:54",43.336136,-117.11171,1162.439941,360,303,11.198919," 00(00000001)",40," B8"," 3C",0,3472,-1073733627,"  XX------ -------- --X----- -----X-X"
"78",1743," 2017/12/12"," 21:50:25",43.335781,-117.111847,1155.73999,1728,192,40.982018," 00(00000001)",19," A7"," 3C",0,1888,-1073733627,"  XX------ -------- --X----- -----X-X"
"79",1744," 2017/12/12"," 21:57:38",43.332302,-117.112816,1167.969971,0,172,394.70544," 00(00000001)",20," 96"," 3C",0,1440,-1073733627,"  XX------ -------- --X----- -----X-X"
"80",1745," 2017/12/12"," 22:04:31",43.332245,-117.112808,1164.819946,468,22,6.392478," 00(00000001)",35," B8"," 44",0,1584,-1023400955,"  XX----XX -------- --X--X-- -----X-X"
"81",1746," 2017/12/12"," 22:12:07",43.331757,-117.113609,1164.660034,0,291,84.534485," 00(00000001)",8," B8"," 3C",0,912,-1023400955,"  XX----XX -------- --X--X-- -----X-X"
"82",1747," 2017/12/12"," 22:16:49",43.331329,-117.113533,1166.640015,0,211,47.906694," 00(00000001)",9," B9"," 3C",0,1088,-1023400955,"  XX----XX -------- --X--X-- -----X-X"
"83",1748," 2017/12/12"," 22:21:35",43.330925,-117.112999,1168.829956,0,224,62.35022," 00(00000001)",13," B7"," 3C",0,896,-1023400955,"  XX----XX -------- --X--X-- -----X-X"
"84",1749," 2017/12/12"," 22:26:23",43.330837,-117.112999,1172.929932,0,325,9.756025," 00(00000001)",14," B9"," 3C",0,720,-1023400955,"  XX----XX -------- --X--X-- -----X-X"
"85",1750," 2017/12/12"," 22:31:08",43.32996,-117.113029,1164.289917,3312,181,97.591468," 00(00000001)",10," B8"," 3C",0,1024,-1023400955,"  XX----XX -------- --X--X-- -----X-X"
"86",1751," 2017/12/12"," 22:35:55",43.328495,-117.11293,1163.679932,2304,196,163.080636," 00(00000001)",12," BA"," 3C",0,1152,-1023401979,"  XX----XX -------- --X----- -----X-X"
"87",1752," 2017/12/12"," 22:40:38",43.327576,-117.112434,1158.26001,0,71,109.81454," 00(00000001)",8," B8"," 3C",0,928,-1023401979,"  XX----XX -------- --X----- -----X-X"
"88",1753," 2017/12/12"," 22:45:32",43.327541,-117.112373,1156.439941,0,180,6.240828," 00(00000001)",19," B9"," 3C",0,1376,-1040179195,"  XX----X- -------- --X----- -----X-X"
"89",1754," 2017/12/12"," 22:50:26",43.32798,-117.11232,1157.579956,0,102,48.971029," 00(00000001)",21," B9"," 3C",0,896,1107304453,"  -X----X- -------- --X----- -----X-X"
"90",1755," 2017/12/12"," 22:55:21",43.328045,-117.112343,1158.900024,0,142,7.444844," 00(00000001)",21," B9"," 3C",0,1040,1107304453,"  -X----X- -------- --X----- -----X-X"
"91",1756," 2017/12/12"," 23:00:14",43.328011,-117.112335,1160.47998,0,168,3.867133," 00(00000001)",18," A9"," 3C",0,1184,1107304453,"  -X----X- -------- --X----- -----X-X"
"92",1757," 2017/12/12"," 23:05:25",43.32806,-117.112305,1163.969971,0,18,6.041576," 00(00000001)",21," A9"," 3C",0,1344,1107304453,"  -X----X- -------- --X----- -----X-X"
"93",1758," 2017/12/12"," 23:10:53",43.327972,-117.112297,1174.47998,0,171,9.775523," 00(00000001)",20," A8"," 3C",0,1664,1107304453,"  -X----X- -------- --X----- -----X-X"
"94",1759," 2017/12/12"," 23:16:22",43.328075,-117.112312,1165.910034,0,26,11.519039," 00(00000001)",21," A8"," 3C",0,1488,1107304453,"  -X----X- -------- --X----- -----X-X"
"95",1760," 2017/12/12"," 23:22:17",43.328064,-117.112404,1157.069946,0,290,7.513988," 00(00000001)",16," B9"," 3C",0,1040,1107304453,"  -X----X- -------- --X----- -----X-X"
"96",1761," 2017/12/12"," 23:27:56",43.327644,-117.112396,1162.289917,2412,243,46.663329," 00(00000001)",13," B9"," 3C",0,864,1107304453,"  -X----X- -------- --X----- -----X-X"
"97",1762," 2017/12/12"," 23:32:46",43.326988,-117.112373,1167.039917,0,129,72.981584," 00(00000001)",15," B7"," 3C",0,848,1107304453,"  -X----X- -------- --X----- -----X-X"
"98",1763," 2017/12/12"," 23:37:36",43.326641,-117.112404,1160.789917,0,303,38.678776," 00(00000001)",16," BA"," 3C",0,976,1107304453,"  -X----X- -------- --X----- -----X-X"
"99",1764," 2017/12/12"," 23:42:37",43.325722,-117.112442,1150.01001,1908,181,102.272731," 00(00000001)",26," B8"," 3A",0,2368,1107304452,"  -X----X- -------- --X----- -----X--"
"100",1765," 2017/12/12"," 23:48:32",43.325325,-117.112549,1151.890015,180,293,44.952342," 00(00000001)",46," C9"," 38",0,2288,1109426212,"  -X----X- --X----- X------- --X--X--"
"101",1766," 2017/12/12"," 23:56:10",43.325035,-117.112663,1156.97998,0,61,33.540128," 00(00000001)",11," CA"," 3C",0,912,1109426212,"  -X----X- --X----- X------- --X--X--"
"102",1767," 2017/12/13"," 00:01:02",43.324768,-117.112823,1160.140015,3060,253,32.397481," 00(00000001)",18," C8"," 3C",0,608,1109426212,"  -X----X- --X----- X------- --X--X--"
"103",1768," 2017/12/13"," 00:07:07",43.324486,-117.113091,1177,0,331,38.103094," 00(00000001)",21," B7"," 3C",0,1488,1109426180,"  -X----X- --X----- X------- -----X--"
"104",1769," 2017/12/13"," 00:13:27",43.324493,-117.113091,1154.369995,0,333,0.84835," 00(00000001)",20," B7"," 3C",0,3152,1109426180,"  -X----X- --X----- X------- -----X--"
"105",1770," 2017/12/13"," 00:19:26",43.324543,-117.113052,1160.209961,0,120,6.318963," 00(00000001)",16," C8"," 3C",0,2928,1109426180,"  -X----X- --X----- X------- -----X--"
"106",1771," 2017/12/13"," 00:25:20",43.324966,-117.112579,1175.609985,4068,353,60.670837," 00(00000001)",13," C8"," 3C",0,2256,1109426212,"  -X----X- --X----- X------- --X--X--"
"107",1772," 2017/12/13"," 00:30:14",43.327492,-117.112488,1181.329956,2916,351,280.901477," 00(00000001)",19," C9"," 3C",0,720,35684388,"  ------X- --X----- X------- --X--X--"
"108",1773," 2017/12/13"," 00:35:42",43.329605,-117.112885,1193.969971,0,219,237.173886," 00(00000001)",21," CB"," 3C",0,1344,35684388,"  ------X- --X----- X------- --X--X--"
"109",1774," 2017/12/13"," 00:41:15",43.329582,-117.113068,1208.289917,0,330,15.02761," 00(00000001)",26," C8"," 3C",0,1312,35684388,"  ------X- --X----- X------- --X--X--"
"110",1775," 2017/12/13"," 00:47:17",43.329533,-117.112915,1166.569946,0,349,13.517952," 00(00000001)",20," C8"," 3C",0,1760,35651620,"  ------X- --X----- -------- --X--X--"
"111",1776," 2017/12/13"," 00:53:19",43.32951,-117.112923,1153.880005,0,158,2.618797," 00(00000001)",20," C9"," 3C",0,1424,35684388,"  ------X- --X----- X------- --X--X--"
"112",1777," 2017/12/13"," 00:59:19",43.329445,-117.113075,1156.900024,0,109,14.294278," 00(00000001)",18," CB"," 3C",0,1184,35684388,"  ------X- --X----- X------- --X--X--"
"113",1778," 2017/12/13"," 01:05:05",43.329102,-117.113403,1164.669922,0,13,46.492254," 00(00000001)",20," CC"," 3C",0,720,35684388,"  ------X- --X----- X------- --X--X--"
"114",1779," 2017/12/13"," 01:11:01",43.328819,-117.113708,1163.039917,576,119,39.932309," 00(00000001)",31," CA"," 3E",0,5152,39878660,"  ------X- -XX----- X------- -----X--"
"115",1780," 2017/12/13"," 01:17:41",43.328556,-117.11348,1173.039917,0,287,34.631886," 00(00000001)",21," CA"," 3C",0,5200,37781508,"  ------X- -X------ X------- -----X--"
"116",1781," 2017/12/13"," 01:25:20",43.328453,-117.11377,1170.97998,1836,108,26.097651," 00(00000001)",67," CA"," 3C",0,3280,37781636,"  ------X- -X------ X------- X----X--"
"117",1782," 2017/12/13"," 01:34:57",43.328392,-117.114029,1169.299927,0,283,22.052312," 00(00000001)",14," C9"," 3C",0,3488,37781636,"  ------X- -X------ X------- X----X--"
"118",1783," 2017/12/13"," 01:39:50",43.328335,-117.114052,1168.699951,0,147,6.6265," 00(00000001)",20," C8"," 3C",0,1568,37781636,"  ------X- -X------ X------- X----X--"
"119",1784," 2017/12/13"," 01:47:09",43.328075,-117.113869,1163.02002,0,308,32.424255," 00(00000001)",12," C8"," 3C",0,2128,37781636,"  ------X- -X------ X------- X----X--"
"120",1785," 2017/12/13"," 01:51:57",43.328156,-117.114304,1167.189941,0,77,36.286197," 00(00000001)",16," CA"," 3C",0,2512,37781636,"  ------X- -X------ X------- X----X--"
"121",1786," 2017/12/13"," 01:57:54",43.327881,-117.114113,1164.01001,252,4,34.21626," 00(00000001)",33," C9"," 32",0,4816,37781888,"  ------X- -X------ X------X X-------"
"122",1787," 2017/12/13"," 02:05:15",43.327759,-117.113983,1165.97998,72,12,17.155342," 00(00000001)",31," CA"," 3A",0,2816,4227456,"  -------- -X------ X------X X-------"
"123",1788," 2017/12/13"," 02:13:31",43.327744,-117.113953,1173.25,432,215,2.995374," 00(00000001)",37," C9"," 3C",0,3968,71336320,"  -----X-- -X------ X------X X-------"
"124",1789," 2017/12/13"," 02:22:33",43.327621,-117.114021,1169.660034,0,261,14.665977," 00(00000001)",32," B9"," 3C",0,1104,205554064,"  ----XX-- -X------ X------X X--X----"
"125",1790," 2017/12/13"," 02:31:03",43.327599,-117.114204,1170.400024,0,230,15.028087," 00(00000001)",15," B9"," 3C",0,768,205554064,"  ----XX-- -X------ X------X X--X----"
"126",1791," 2017/12/13"," 02:38:26",43.327595,-117.114227,1183.699951,0,123,1.899348," 00(00000001)",16," B7"," 3C",0,544,205554064,"  ----XX-- -X------ X------X X--X----"
"127",1792," 2017/12/13"," 02:45:01",43.32793,-117.114189,1182.849976,0,169,37.454716," 00(00000001)",21," B8"," 3C",0,864,205554064,"  ----XX-- -X------ X------X X--X----"
"128",1793," 2017/12/13"," 02:51:35",43.327927,-117.11422,1185.51001,0,274,2.504668," 00(00000001)",18," A9"," 3C",0,512,205554064,"  ----XX-- -X------ X------X X--X----"
"129",1794," 2017/12/13"," 02:57:53",43.327988,-117.114311,1174.5,0,172,10.044976," 00(00000001)",20," B9"," 3C",0,960,205554064,"  ----XX-- -X------ X------X X--X----"
"130",1795," 2017/12/13"," 03:04:10",43.328064,-117.114311,1180.640015,0,177,8.4835," 00(00000001)",20," B9"," 3C",0,928,205521296,"  ----XX-- -X------ -------X X--X----"
"131",1796," 2017/12/13"," 03:10:27",43.328045,-117.114273,1165.380005,0,330,3.744205," 00(00000001)",20," B9"," 3C",0,1056,205554064,"  ----XX-- -X------ X------X X--X----"
"132",1797," 2017/12/13"," 03:16:26",43.328033,-117.114388,1191.339966,0,52,9.343875," 00(00000001)",21," C9"," 3C",0,800,205521296,"  ----XX-- -X------ -------X X--X----"
"133",1798," 2017/12/13"," 03:22:09",43.328041,-117.114311,1195.049927,0,192,6.22925," 00(00000001)",20," C7"," 3C",0,1680,201326992,"  ----XX-- -------- -------X X--X----"
"134",1799," 2017/12/13"," 03:27:52",43.328239,-117.114471,1229.439941,0,179,25.582511," 00(00000001)",20," C7"," 3C",0,1424,205521296,"  ----XX-- -X------ -------X X--X----"
"135",1800," 2017/12/13"," 03:33:52",43.328152,-117.11441,1203.900024,0,278,10.934055," 00(00000001)",20," B9"," 3C",0,976,205521296,"  ----XX-- -X------ -------X X--X----"
"136",1801," 2017/12/13"," 03:39:57",43.328079,-117.114418,1206.189941,0,80,8.082917," 00(00000001)",19," C8"," 3C",0,976,71303312,"  -----X-- -X------ -------- X--X----"
"137",1802," 2017/12/13"," 03:45:45",43.328083,-117.114426,1223.289917,0,158,0.748841," 00(00000001)",25," C8"," 3C",0,1328,205521296,"  ----XX-- -X------ -------X X--X----"
"138",1803," 2017/12/13"," 03:51:56",43.328003,-117.114296,1160.619995,0,133,13.762594," 00(00000001)",13," C9"," 3C",0,528,205521296,"  ----XX-- -X------ -------X X--X----"
"139",1804," 2017/12/13"," 03:56:49",43.327991,-117.114273,1148.52002,0,29,2.246524," 00(00000001)",20," CA"," 3C",0,1888,201326992,"  ----XX-- -------- -------X X--X----"
"140",1805," 2017/12/13"," 04:02:17",43.328003,-117.114334,1167.22998,1008,337,5.098335," 00(00000001)",22," C9"," 32",0,1712,201326864,"  ----XX-- -------- -------X ---X----"
"141",1806," 2017/12/13"," 04:08:19",43.327988,-117.114304,1169.839966,1836,125,2.995366," 00(00000001)",23," CA"," 32",0,1840,201326864,"  ----XX-- -------- -------X ---X----"
"142",1807," 2017/12/13"," 04:14:21",43.32806,-117.11425,1172.73999,144,141,9.144059," 00(00000001)",23," CA"," 32",0,1456,201326864,"  ----XX-- -------- -------X ---X----"
"143",1808," 2017/12/13"," 04:20:39",43.328041,-117.114243,1168.849976,972,283,2.208834," 00(00000001)",23," CA"," 32",0,1600,201326864,"  ----XX-- -------- -------X ---X----"
