"elev","alt","x","y"
1157.11981738939,1158.25,490726.228052045,4797703.02932136
1157.11981738939,1162.569946,490724.362879533,4797702.58765712
1157.11981738939,1159.429932,490725.009749557,4797701.36516579
1157.11981738939,1160.22998,490726.225769703,4797701.36349961
1157.11981738939,1153.75,490721.855708579,4797706.92223805
1157.11981738939,1155.539917,490721.852664018,4797704.70114238
1157.11844926292,1161.26001,490723.701551004,4797693.25994418
1158.1186486348,1154.26001,490721.276510705,4797698.37179763
1157.11844926292,1166.359985,490734.245725736,4797697.13242658
1157.11981738939,1157.699951,490726.228052045,4797703.02932136
1157.11981738939,1159.390015,490726.796136559,4797703.47276302
1157.11844926292,1161.549927,490734.23173951,4797686.9153867
1157.11981738939,1156.27002,490732.382832956,4797698.35658187
1158.11727845719,1195.299927,490718.194858957,4797697.59863781
1157.11844926292,1158.75,490729.301638801,4797697.91658134
1157.11981738939,1158.48999,490721.852664018,4797704.70114238
1157.11981738939,1159.049927,490722.499533386,4797703.4786508
1157.11981738939,1159.859985,490723.716770732,4797704.36542244
1157.11844926292,1154.329956,490731.151148571,4797686.91960445
1157.11708114521,1155.569946,490731.779469549,4797672.14843077
1157,1173.77002,490737.298500869,4797676.80518541
1156.82895410161,1156.309937,490737.248653791,4797640.37921907
1157.71801356693,1158.719971,490737.21901924,4797618.72353885
1160.82217095252,1162.150024,490752.60078927,4797543.74040317
1160.82217095252,1159.369995,490754.465396903,4797543.73785612
1160.82217095252,1162.699951,490758.755127171,4797538.62347007
1160.73740350149,1179.98999,490746.432493521,4797538.64030444
1159.98069153811,1153.01001,490755.688421965,4797548.84471404
1163.09025974498,1163.219971,490842.218270766,4797509.74680544
1163.09254841358,1173.819946,490851.285904797,4797320.71904422
1161.08423826196,1167.599976,490888.18494633,4797208.39276607
1161.08423826196,1167.099976,490885.096810945,4797202.95523334
1161.08961935893,1169.549927,490885.826889013,4797263.47917183
1161,1163.679932,490890.762195709,4797255.92079543
1160.09208170553,1162.819946,490886.931762869,4797180.852839
1155.12812075821,1159.929932,490878.649705478,4796991.07120943
1155.19363211897,1156.150024,490835.1077054,4796808.55584661
1154.05961823777,1174.689941,490820.222120836,4796773.03846793
1156.23258602346,1155.669922,490859.308175959,4796897.47805509
1153.13335340479,1148.349976,490890.439570932,4797016.15373408
1161.12158018185,1149.309937,490745.775292862,4796642.65040461
1161,1160.219971,490588.078597374,4796238.29522251
1169.90336415693,1173.369995,490405.641452882,4795841.64169157
1169,1165.47998,490361.292909756,4795505.32011822
1169.86345703819,1175.339966,490358.222707927,4795513.32042086
1169.86487911125,1175.169922,490352.636222951,4795519.65848915
1169.86630119337,1171.699951,490356.962039208,4795539.19794372
1169.86487911125,1180.01001,490359.459669636,4795527.7557616
1169.86487911125,1185.73999,490348.260778989,4795522.21897899
1171.56613234601,1173.150024,490343.305013404,4795515.89592886
1176.82229205008,1214.919922,490324.186139669,4795529.47187814
1171.56613234601,1172.069946,490344.614551826,4795524.33421364
1169,1179.119995,490360.666439563,4795520.97971185
1170,1169.609985,490250.389398732,4795416.07987527
1190.24561440876,1187.5,489850.741301385,4795464.08723506
1201.76207639151,1195.329956,489568.407540943,4795331.47269963
1209.70434712236,1205.140015,489238.395010781,4795159.18794553
1223.70988606682,1221.640015,488971.808138119,4794850.77383312
1218,1212.849976,488930.830516446,4794391.18590336
1208.53323907932,1207.75,488904.917962617,4794020.52845471
1205.88762408363,1203.349976,488822.783269875,4793744.9153034
1202.64668362963,1197.52002,488768.730864146,4793629.28599154
1204.6347858891,1196.630005,488654.63168813,4793503.31826443
1208.95307764287,1201.209961,488559.100217205,4793374.65579663
1209,1205.900024,488492.603622635,4793196.415105
1216.55828188062,1209.679932,488263.208212814,4792972.70082363
1219.60214880154,1218.079956,487990.495928473,4792760.50951663
1233.91740055151,1237.939941,487587.99701668,4792347.77948221
1271.05528253527,1274.309937,487248.122195012,4791996.81254338
1286.99385008587,1294.630005,486730.156067257,4791753.37610793
1291,1297.039917,486399.68109674,4791473.50798907
1303.83759708289,1310.069946,486068.739546122,4791295.82674361
1340.2745913998,1341.650024,485786.363258336,4791261.31952227
1362.47315706966,1358.140015,485321.986158331,4791232.6571286
1368.79381706355,1368.369995,485183.197823587,4791479.49926888
1380.25324231607,1379.98999,485173.113179265,4791394.78692791
1380.25324231607,1380.919922,485171.90233757,4791397.67698504
1379.7907202635,1383.179932,485176.856951753,4791399.88723886
1380.25324231607,1375.380005,485162.008406245,4791400.25287112
1379.04575064312,1374.640015,485140.422151557,4791436.39275805
1369.63174497607,1364.059937,485080.071815239,4791593.22280931
1355.1661755355,1362.909912,485126.14704998,4791698.17894281
1344.06170339335,1350.650024,485207.370405307,4791773.40714059
1327.06504598719,1337.77002,485263.867975531,4791859.35121122
1310.66667432747,1311.079956,485309.32966505,4791982.85601648
1305.90407193255,1313.099976,485382.103543988,4792130.62310746
1315.34381746368,1317.439941,485414.357786768,4792150.87659288
1315.34381746368,1318.039917,485421.073809995,4792142.42201943
1319.82249619223,1443.329956,485444.012039009,4792131.71152204
1322.77258258048,1393.52002,485442.809560585,4792138.48841807
1322.77258258048,1379.890015,485450.207357467,4792145.2468543
1325.72883010032,1377.530029,485478.666592662,4792136.3014988
1325.91253191167,1377.97998,485505.896297993,4792121.47301185
1334.68683865964,1337.909912,485496.627303913,4792150.25590371
1340.09204061846,1324.409912,485568.471123972,4792168.75973966
1339.99622471163,1319.219971,485600.02956168,4792167.35999231
1345.47185853189,1327.179932,485626.114190662,4792186.40599035
1347.58653788052,1339.650024,485613.166893636,4792202.53632826
1342.6263669456,1339.630005,485656.971566942,4792160.46498753
1339.77696811593,1338.400024,485644.637482957,4792159.71370921
1336.43247172486,1337.869995,485651.393556977,4792131.7137195
1336.43247172486,1337.329956,485654.474799954,4792130.81876529
1336.43247172486,1343.23999,485654.47033581,4792128.70874266
1336.43247172486,1359.819946,485655.688298175,4792129.15038322
1336.43247172486,1339.669922,485655.042743669,4792130.81756373
1333.74398303407,1345.130005,485643.931035869,4792132.61794992
1333.74398303407,1343.849976,485640.834273319,4792126.18335661
1339.62586955868,1320.189941,485653.853682364,4792144.03554366
1336.43247172486,1336.809937,485650.740953288,4792130.04928573
1342.6263669456,1331.439941,485649.57845938,4792155.81634881
1336.43247172486,1344.699951,485650.750823968,4792134.71354631
1339.62586955868,1323.439941,485659.459020017,4792147.35531596
1345.81959342272,1276.919922,485689.182885712,4792160.84114353
1344.5129800014,1323.449951,485663.769955786,4792152.45469872
1339.62586955868,1331.140015,485658.225088348,4792139.36201459
1336.43247172486,1337.119995,485651.957975674,4792130.04671033
1339.62586955868,1324.630005,485659.467005756,4792151.13114606
1339.62586955868,1328.140015,485655.715315729,4792141.92157298
1336.43247172486,1341.73999,485661.284723131,4792128.25011171
1333.74398303407,1346.869995,485647.00428484,4792127.94716234
1336.77858828383,1336.75,485642.727417371,4792138.95059473
1330.77983149731,1332.359985,485634.028826223,4792130.86205338
1334.42638288616,1340.429932,485629.117497196,4792148.75220691
1334.42638288616,1345.059937,485623.502020812,4792140.65714516
1334.42638288616,1333.72998,485632.204141911,4792150.41148054
1334.42638288616,1329.699951,485625.369060632,4792141.09740411
1334.42638288616,1331.880005,485629.768221544,4792149.52820805
1334.42638288616,1347.619995,485626.606797364,4792150.86756083
1328.61824626996,1346.369995,485617.321414252,4792133.8959387
1334.42638288616,1337.27002,485622.946557954,4792146.54420213
1334.42638288616,1335.630005,485625.367177173,4792140.20897351
1332.38558117501,1340.359985,485619.201881739,4792140.66626394
1330.77983149731,1333.839966,485629.079602419,4792130.87254111
1322.65665480014,1317.23999,485620.348012863,4792107.23648243
1325.61777345688,1347.429932,485617.946230551,4792122.45601818
1325.61777345688,1323.22998,485616.643595966,4792120.34874917
1327.7814699931,1339.679932,485621.029357414,4792122.44947936
1325.61777345688,1312.539917,485619.795376073,4792114.45618518
1325.61777345688,1328.630005,485616.634644164,4792116.12870397
1325.61777345688,1328.469971,485614.203186117,4792117.35545968
1325.61777345688,1310.799927,485615.425629452,4792119.90711562
1325.61777345688,1327.919922,485614.200594368,4792116.13386765
1325.61777345688,1314.559937,485619.155246203,4792118.67760697
1325.61777345688,1322.199951,485614.860512052,4792121.24096636
1325.61777345688,1319.089966,485618.503339984,4792117.34633777
1322.65665480014,1333.969971,485611.664671979,4792106.36646822
1322.65665480014,1309.449951,485616.053977737,4792110.13300246
1328.61824626996,1305.539917,485619.824816328,4792128.33791289
1336.38763950424,1221.630005,485614.299316823,4792162.66542025
1325.61777345688,1314.049927,485612.992523543,4792120.35649502
1325.61777345688,1332.159912,485613.552456918,4792116.57946006
1325.61777345688,1339.530029,485608.045177754,4792121.25542867
1325.61777345688,1326.199951,485611.112987009,4792114.03038698
1318.37043199386,1360.25,485586.904063731,4792099.64474148
1325.61777345688,1324.72998,485613.547980059,4792114.46943747
1325.61777345688,1329.469971,485613.564945006,4792122.4653126
1323.61538799514,1321.209961,485604.859224897,4792111.04519412
1325.61777345688,1327.390015,485614.844255449,4792113.57825271
1322.65665480014,1284.599976,485614.835302546,4792109.35820756
1325.61777345688,1289.76001,485611.68800178,4792117.3607964
1325.61777345688,1315.949951,485614.844255449,4792113.57825271
1325.61777345688,1320.030029,485614.196117711,4792114.02384506
1325.61777345688,1316.039917,485616.05680473,4792111.4656483
1322.65665480014,1324.339966,485619.786190727,4792110.1250862
1325.61777345688,1323.719971,485611.701669764,4792123.80191805
1325.61777345688,1324.949951,485614.846140271,4792114.46668328
1324.98031673129,1331.419922,485631.461638855,4792106.32448829
1325.61777345688,1318.030029,485612.994408612,4792121.24492559
1323.61538799514,1368.619995,485598.692017294,4792110.61407256
1326.6158566753,1336.799927,485604.320044153,4792124.59496606
1325.61777345688,1320.049927,485612.989931574,4792119.13490299
1325.61777345688,1327.089966,485612.988046505,4792118.24647242
1325.61777345688,1329.659912,485616.645480557,4792121.23717974
1325.61777345688,1303.52002,485617.949057183,4792123.78866404
1325.61777345688,1320.030029,485618.497215863,4792114.45893843
1325.61777345688,1321.900024,485613.560468143,4792120.35528998
1325.61777345688,1319.01001,485612.341558849,4792119.4694417
1325.61777345688,1322.52002,485614.855093182,4792118.68672847
1325.61777345688,1329.5,485611.126419861,4792120.36045477
1325.61777345688,1320.599976,485615.423980296,4792119.12973887
1325.61777345688,1330.349976,485619.808800821,4792120.78625298
1328.61824626996,1342.75,485620.389227563,4792126.67090108
1325.61777345688,1310.530029,485612.323649901,4792111.02935133
1325.61777345688,1324.319946,485611.118407281,4792116.58462485
1330.77983149731,1334.669922,485621.035715974,4792125.44793256
1327.7814699931,1318.709961,485624.110600664,4792121.55451137
1330.77983149731,1320.919922,485626.5564191,4792127.10204235
1325.61777345688,1317.429932,485618.511583996,4792121.23322151
1330.77983149731,1320.02002,485622.904408439,4792126.66556758
1330.77983149731,1300.530029,485632.817216104,4792133.41886993
1330.77983149731,1317.98999,485621.610724936,4792128.77834287
1325.61777345688,1328.630005,485612.984512002,4792116.5806651
1328.61824626996,1334.349976,485613.026690466,4792136.45929934
1330.77983149731,1318.099976,485622.255329504,4792126.66694388
1328.61824626996,1329.890015,485614.885486006,4792133.01267156
1325.61777345688,1323.859985,485616.639120064,4792118.23872657
1325.61777345688,1332.299927,485617.929270771,4792114.46014306
1325.61777345688,1324.049927,485612.988046505,4792118.24647242
1325.61777345688,1353.439941,485610.456600951,4792110.58909598
1336.68354531583,1271.219971,485565.364612855,4792157.77197334
1325.61777345688,1331.839966,485614.199651914,4792115.68965237
1325.61777345688,1327.47998,485619.794433985,4792114.0119699
1334.42638288616,1332.549927,485625.363645687,4792138.54316613
1328.61824626996,1344.030029,485619.825758418,4792128.78212818
1328.61824626996,1345.98999,485617.311520579,4792129.23167812
1330.77983149731,1341.199951,485622.263571391,4792130.55382768
1328.61824626996,1343.01001,485617.318823051,4792132.67434664
1325.61777345688,1332.599976,485611.68352434,4792115.25077381
1325.61777345688,1347.599976,485609.254895198,4792117.81017715
1325.61777345688,1327.630005,485610.479225717,4792121.25026277
1325.61777345688,1327.5,485612.342501426,4792119.91365698
1328.61824626996,1317.169922,485612.358760889,4792127.57637071
1328.61824626996,1307.530029,485611.143387694,4792128.35632997
1322.65665480014,1322,485612.970845268,4792110.13954353
1326.08359605333,1298.27002,485586.416380994,4792137.40424799
1320.52491485985,1330.5,485532.477752118,4792106.97918123
1319.20173102491,1307.659912,485537.999439626,4792109.07743423
1325.17179622342,1300.579956,485540.521968518,4792112.51473861
1320.52491485985,1307.150024,485530.616147357,4792109.0931857
1319.20173102491,1316.179932,485537.408991405,4792098.5285328
1320.52491485985,1310.689941,485529.944552443,4792098.54445803
1320.52491485985,1317.919922,485534.345754903,4792107.8636304
1320.52491485985,1305.01001,485526.232956612,4792108.21410597
1321.349269358,1286.400024,485521.9138269,4792099.33898086
1321.349269358,1320,485516.987351574,4792110.01071701
1321.349269358,1309.280029,485516.978100572,4792105.67961805
1320.52491485985,1322.819946,485523.791791092,4792104.88768751
1321.349269358,1306.939941,485512.678888256,4792106.1330196
1321.349269358,1324.659912,485521.915723891,4792100.22741141
1326.33027734094,1292.669922,485526.900289665,4792116.76386466
1320.52491485985,1355.939941,485533.680325889,4792100.20230166
1316.5811115047,1262.75,485507.708046759,4792096.03769838
1323.35989391684,1341.419922,485557.891962856,4792115.80934944
1325.17179622342,1310.400024,485541.171759256,4792112.84651595
1323.35989391684,1324.409912,485560.337837617,4792121.35685661
1326.44577782117,1228.72998,485585.269182422,4791903.08210122
1339.18461810761,1326.189941,485587.053490195,4792169.94181216
1326.6158566753,1326.609985,485596.86742898,4792130.16350884
1325.61777345688,1338.839966,485608.592380219,4792111.48148698
1324.98031673129,1304.049927,485621.552322782,4792101.23699538
1330.62252598444,1350.339966,485646.971139007,4792112.28857353
1333.8682383831,1323.179932,485812.941784345,4792135.59384892
1315.41166765207,1318.449951,486303.134861404,4792123.14733796
1291.70950909499,1285.289917,486356.799729517,4792019.31446811
1287.65189936128,1285.789917,486367.975098819,4791726.10884129
1291.2438488501,1289.319946,486359.265011254,4791712.13352705
1293.17067722405,1299.25,486369.142861743,4791701.56351667
1291.2438488501,1296.890015,486363.655046601,4791716.34475746
1291.2438488501,1287.650024,486362.358597163,4791717.23579811
1291.2438488501,1287.539917,486362.364403795,4791720.12319556
1291.34236644052,1287.309937,486353.756890271,4791716.80888503
1293.32504257464,1303.449951,486356.819645963,4791706.5857365
1291.2438488501,1292.449951,486362.363733799,4791719.79003431
1291.34236644052,1278.77002,486351.897381109,4791720.14425309
1284.48689310897,1289.380005,486304.89286604,4791748.22467525
1266.38474257476,1270.949951,486238.965964541,4791887.73118652
1273.16510003571,1271.689941,486119.443981733,4791884.97632482
1275.37920771102,1273.369995,486050.21425943,4791915.21409031
1290.68138876007,1310.169922,486027.409589412,4791991.55532004
1288.86765963868,1297.709961,486005.784655595,4792010.25703245
1295.68247879125,1298.369995,486025.599294346,4792018.65629275
1298.86475168666,1309.359985,486013.327761829,4792048.333086
1333.42091882209,1324.219971,485928.949701119,4792245.51799208
1354.12098342337,1360.159912,485784.65637447,4792537.22560817
1366.78200137396,1373.839966,485737.292662863,4792660.70651811
1370.74785827156,1369.780029,485743.527787415,4792693.67656306
1375.47354622034,1382.669922,485755.943883436,4792695.31628049
1375.47354622034,1382.659912,485752.213859913,4792696.21255395
1379.42450521641,1374.969971,485752.245835192,4792711.42694143
1383.48095992632,1368.819946,485759.741790728,4792726.73670109
1385.62148419446,1382.189941,485751.095674482,4792743.19092229
1385.62148419446,1391.069946,485755.398231391,4792744.51453342
1386.62589232074,1403.47998,485759.770250289,4792740.28528035
1390.49004985937,1383.949951,485766.535778119,4792755.48552793
1391.49655597537,1388.869995,485775.218966554,4792756.68890115
1391.49655597537,1389.159912,485777.09747662,4792762.68189853
1395.46566994104,1373,485780.200811153,4792772.4481776
1395.63528856656,1375.179932,485788.889329801,4792776.20580882
